560.000000	0.006175
565.000000	0.006379
570.000000	0.006593
575.000000	0.006818
580.000000	0.007056
585.000000	0.007306
590.000000	0.007570
595.000000	0.007849
600.000000	0.008145
605.000000	0.008458
610.000000	0.008789
615.000000	0.009142
620.000000	0.009516
625.000000	0.009915
630.000000	0.010341
635.000000	0.010796
640.000000	0.011282
645.000000	0.011804
650.000000	0.012364
655.000000	0.012967
660.000000	0.013617
665.000000	0.014320
670.000000	0.015083
675.000000	0.015911
680.000000	0.016814
685.000000	0.017801
690.000000	0.018883
695.000000	0.020075
700.000000	0.021393
705.000000	0.022857
710.000000	0.024490
715.000000	0.026322
720.000000	0.028391
725.000000	0.030743
730.000000	0.033438
735.000000	0.036556
740.000000	0.040201
745.000000	0.044519
750.000000	0.049713
755.000000	0.056082
760.000000	0.064077
765.000000	0.074393
770.000000	0.088107
775.000000	0.106852
780.000000	0.132946
785.000000	0.169324
790.000000	0.219021
795.000000	0.284052
800.000000	0.363845
805.000000	0.453976
810.000000	0.546290
815.000000	0.631118
820.000000	0.700945
825.000000	0.753520
830.000000	0.792134
835.000000	0.822515
840.000000	0.848259
845.000000	0.868110
850.000000	0.877287
855.000000	0.872216
860.000000	0.855441
865.000000	0.836921
870.000000	0.829815
875.000000	0.842458
880.000000	0.871712
885.000000	0.903542
890.000000	0.922123
895.000000	0.921190
900.000000	0.907324
905.000000	0.889951
910.000000	0.865732
915.000000	0.817677
920.000000	0.737786
925.000000	0.641615
930.000000	0.551841
935.000000	0.479557
940.000000	0.423073
945.000000	0.375126
950.000000	0.329573
955.000000	0.284553
960.000000	0.241697
965.000000	0.203414
970.000000	0.171026
975.000000	0.144536
980.000000	0.123192
985.000000	0.106028
990.000000	0.092151
995.000000	0.080830
1000.000000	0.071498
1005.000000	0.063725
1010.000000	0.057183
1015.000000	0.051625
1020.000000	0.046863
1025.000000	0.042750
1030.000000	0.039171
1035.000000	0.036036
1040.000000	0.033274
1045.000000	0.030827
1050.000000	0.028647
1055.000000	0.026697
1060.000000	0.024945
1065.000000	0.023364
1070.000000	0.021933
1075.000000	0.020632
1080.000000	0.019446
1085.000000	0.018362
1090.000000	0.017368
1095.000000	0.016455
1100.000000	0.015613
